0  2,99989170421179
1  2,99989169882849
2  2,99989169344466
3  2,99989168806029
4  2,99989168267539
5  2,99989167728995
6  2,99989167190397
7  2,99989166651746
8  2,99989166113041
9  2,99989165574283
10  2,99989165035471
11  2,99989164496605
12  2,99989163957686
13  2,99989163418713
14  2,99989162879686
15  2,99989162340605
16  2,99989161801471
17  2,99989161262283
18  2,99989160723042
19  2,99989160183747
20  2,99989159644398
21  2,99989159104995
22  2,99989158565538
23  2,99989158026028
24  2,99989157486464
25  2,99989156946847
26  2,99989156407175
27  2,9998915586745
28  2,99989155327671
29  2,99989154787838
30  2,99989154247951
31  2,99989153708011
32  2,99989153168017
33  2,99989152627969
34  2,99989152087867
35  2,99989151547711
36  2,99989151007501
37  2,99989150467238
38  2,9998914992692
39  2,99989149386549
40  2,99989148846124
41  2,99989148305645
42  2,99989147765112
43  2,99989147224525
44  2,99989146683884
45  2,9998914614319
46  2,99989145602441
47  2,99989145061638
48  2,99989144520782
49  2,99989143979871
50  2,99989143438907
51  2,99989142897889
52  2,99989142356816
53  2,9998914181569
54  2,99989141274509
55  2,99989140733275
56  2,99989140191987
57  2,99989139650644
58  2,99989139109248
59  2,99989138567797
60  2,99989138026293
61  2,99989137484734
62  2,99989136943121
63  2,99989136401455
64  2,99989135859734
65  2,99989135317959
66  2,9998913477613
67  2,99989134234247
68  2,9998913369231
69  2,99989133150319
70  2,99989132608273
71  2,99989132066173
72  2,9998913152402
73  2,99989130981812
74  2,9998913043955
75  2,99989129897234
76  2,99989129354863
77  2,99989128812439
78  2,9998912826996
79  2,99989127727427
80  2,9998912718484
81  2,99989126642198
82  2,99989126099503
83  2,99989125556753
84  2,99989125013949
85  2,99989124471091
86  2,99989123928178
87  2,99989123385211
88  2,9998912284219
89  2,99989122299114
90  2,99989121755985
91  2,99989121212801
92  2,99989120669562
93  2,9998912012627
94  2,99989119582923
95  2,99989119039522
96  2,99989118496066
97  2,99989117952556
98  2,99989117408992
99  2,99989116865373
100  2,999891163217
101  2,99989115777973
102  2,99989115234191
103  2,99989114690355
104  2,99989114146464
105  2,99989113602519
106  2,99989113058519
107  2,99989112514465
108  2,99989111970357
109  2,99989111426194
110  2,99989110881977
111  2,99989110337705
112  2,99989109793379
113  2,99989109248999
114  2,99989108704564
115  2,99989108160074
116  2,9998910761553
117  2,99989107070931
118  2,99989106526278
119  2,9998910598157
120  2,99989105436808
121  2,99989104891991
122  2,9998910434712
123  2,99989103802194
124  2,99989103257214
125  2,99989102712179
126  2,99989102167089
127  2,99989101621945
128  2,99989101076746
129  2,99989100531493
130  2,99989099986185
131  2,99989099440822
132  2,99989098895405
133  2,99989098349933
134  2,99989097804407
135  2,99989097258825
136  2,99989096713189
137  2,99989096167499
138  2,99989095621754
139  2,99989095075954
140  2,99989094530099
141  2,9998909398419
142  2,99989093438226
143  2,99989092892207
144  2,99989092346133
145  2,99989091800005
146  2,99989091253822
147  2,99989090707584
148  2,99989090161292
149  2,99989089614944
150  2,99989089068542
151  2,99989088522085
152  2,99989087975574
153  2,99989087429007
154  2,99989086882386
155  2,9998908633571
156  2,99989085788979
157  2,99989085242193
158  2,99989084695353
159  2,99989084148457
160  2,99989083601507
161  2,99989083054502
162  2,99989082507441
163  2,99989081960326
164  2,99989081413156
165  2,99989080865932
166  2,99989080318652
167  2,99989079771317
168  2,99989079223928
169  2,99989078676483
170  2,99989078128984
171  2,99989077581429
172  2,9998907703382
173  2,99989076486156
174  2,99989075938436
175  2,99989075390662
176  2,99989074842833
177  2,99989074294948
178  2,99989073747009
179  2,99989073199015
180  2,99989072650965
181  2,99989072102861
182  2,99989071554702
183  2,99989071006487
184  2,99989070458217
185  2,99989069909893
186  2,99989069361513
187  2,99989068813078
188  2,99989068264588
189  2,99989067716043
190  2,99989067167443
191  2,99989066618788
192  2,99989066070078
193  2,99989065521312
194  2,99989064972491
195  2,99989064423616
196  2,99989063874685
197  2,99989063325698
198  2,99989062776657
199  2,99989062227561
200  2,99989061678409
201  2,99989061129202
202  2,9998906057994
203  2,99989060030622
204  2,9998905948125
205  2,99989058931822
206  2,99989058382339
207  2,99989057832801
208  2,99989057283207
209  2,99989056733558
210  2,99989056183854
211  2,99989055634095
212  2,9998905508428
213  2,9998905453441
214  2,99989053984485
215  2,99989053434504
216  2,99989052884468
217  2,99989052334377
218  2,9998905178423
219  2,99989051234028
220  2,99989050683771
221  2,99989050133458
222  2,9998904958309
223  2,99989049032666
224  2,99989048482187
225  2,99989047931653
226  2,99989047381063
227  2,99989046830418
228  2,99989046279717
229  2,99989045728961
230  2,9998904517815
231  2,99989044627283
232  2,99989044076361
233  2,99989043525383
234  2,99989042974349
235  2,99989042423261
236  2,99989041872116
237  2,99989041320916
238  2,99989040769661
239  2,9998904021835
240  2,99989039666984
241  2,99989039115562
242  2,99989038564084
243  2,99989038012551
244  2,99989037460963
245  2,99989036909319
246  2,99989036357619
247  2,99989035805863
