0  0,999897392282855
1  0,999897389755407
2  0,999897387227834
3  0,999897384700136
4  0,999897382172314
5  0,999897379644367
6  0,999897377116296
7  0,9998973745881
8  0,99989737205978
9  0,999897369531335
10  0,999897367002765
11  0,999897364474071
12  0,999897361945252
13  0,999897359416309
14  0,999897356887241
15  0,999897354358049
16  0,999897351828732
17  0,99989734929929
18  0,999897346769724
19  0,999897344240033
20  0,999897341710217
21  0,999897339180277
22  0,999897336650212
23  0,999897334120022
24  0,999897331589707
25  0,999897329059268
26  0,999897326528704
27  0,999897323998016
28  0,999897321467202
29  0,999897318936264
30  0,999897316405201
31  0,999897313874014
32  0,999897311342701
33  0,999897308811264
34  0,999897306279702
35  0,999897303748015
36  0,999897301216204
37  0,999897298684268
38  0,999897296152206
39  0,99989729362002
40  0,999897291087709
41  0,999897288555274
42  0,999897286022713
43  0,999897283490027
44  0,999897280957217
45  0,999897278424281
46  0,999897275891221
47  0,999897273358036
48  0,999897270824726
49  0,999897268291291
50  0,999897265757731
51  0,999897263224047
52  0,999897260690237
53  0,999897258156302
54  0,999897255622242
55  0,999897253088057
56  0,999897250553748
57  0,999897248019313
58  0,999897245484753
59  0,999897242950068
60  0,999897240415258
61  0,999897237880323
62  0,999897235345263
63  0,999897232810078
64  0,999897230274768
65  0,999897227739333
66  0,999897225203773
67  0,999897222668088
68  0,999897220132277
69  0,999897217596342
70  0,999897215060281
71  0,999897212524095
72  0,999897209987784
73  0,999897207451348
74  0,999897204914787
75  0,9998972023781
76  0,999897199841289
77  0,999897197304352
78  0,99989719476729
79  0,999897192230103
80  0,99989718969279
81  0,999897187155353
82  0,99989718461779
83  0,999897182080101
84  0,999897179542288
85  0,99989717700435
86  0,999897174466286
87  0,999897171928096
88  0,999897169389782
89  0,999897166851342
90  0,999897164312777
91  0,999897161774086
92  0,99989715923527
93  0,999897156696329
94  0,999897154157263
95  0,999897151618071
96  0,999897149078753
97  0,999897146539311
98  0,999897143999743
99  0,99989714146005
100  0,999897138920231
101  0,999897136380287
102  0,999897133840217
103  0,999897131300022
104  0,999897128759702
105  0,999897126219256
106  0,999897123678684
107  0,999897121137987
108  0,999897118597165
109  0,999897116056217
110  0,999897113515144
111  0,999897110973945
112  0,999897108432621
113  0,999897105891171
114  0,999897103349596
115  0,999897100807894
116  0,999897098266068
117  0,999897095724116
118  0,999897093182038
119  0,999897090639835
120  0,999897088097506
121  0,999897085555052
122  0,999897083012472
123  0,999897080469766
124  0,999897077926935
125  0,999897075383978
126  0,999897072840895
127  0,999897070297687
128  0,999897067754353
129  0,999897065210894
130  0,999897062667308
131  0,999897060123598
132  0,999897057579761
133  0,999897055035799
134  0,999897052491711
135  0,999897049947497
136  0,999897047403157
137  0,999897044858692
138  0,999897042314101
139  0,999897039769384
140  0,999897037224542
141  0,999897034679573
142  0,999897032134479
143  0,999897029589259
144  0,999897027043914
145  0,999897024498442
146  0,999897021952844
147  0,999897019407121
148  0,999897016861272
149  0,999897014315297
150  0,999897011769196
151  0,999897009222969
152  0,999897006676617
153  0,999897004130138
154  0,999897001583534
155  0,999896999036803
156  0,999896996489947
157  0,999896993942965
158  0,999896991395857
159  0,999896988848623
160  0,999896986301263
161  0,999896983753777
162  0,999896981206165
163  0,999896978658427
164  0,999896976110563
165  0,999896973562573
166  0,999896971014457
167  0,999896968466215
168  0,999896965917846
169  0,999896963369352
170  0,999896960820732
171  0,999896958271986
172  0,999896955723113
173  0,999896953174115
174  0,999896950624991
175  0,99989694807574
176  0,999896945526363
177  0,99989694297686
178  0,999896940427231
179  0,999896937877476
180  0,999896935327595
181  0,999896932777588
182  0,999896930227454
183  0,999896927677194
184  0,999896925126808
185  0,999896922576296
186  0,999896920025658
187  0,999896917474893
188  0,999896914924002
189  0,999896912372985
190  0,999896909821842
191  0,999896907270572
192  0,999896904719176
193  0,999896902167654
194  0,999896899616006
195  0,999896897064231
196  0,99989689451233
197  0,999896891960303
198  0,999896889408149
199  0,99989688685587
200  0,999896884303463
201  0,99989688175093
202  0,999896879198272
203  0,999896876645486
204  0,999896874092574
205  0,999896871539537
206  0,999896868986372
207  0,999896866433081
208  0,999896863879664
209  0,99989686132612
210  0,99989685877245
211  0,999896856218653
212  0,999896853664731
213  0,999896851110681
214  0,999896848556505
215  0,999896846002202
216  0,999896843447773
217  0,999896840893218
218  0,999896838338536
219  0,999896835783728
220  0,999896833228793
221  0,999896830673731
222  0,999896828118543
223  0,999896825563228
224  0,999896823007787
225  0,99989682045222
226  0,999896817896525
227  0,999896815340704
228  0,999896812784757
229  0,999896810228683
230  0,999896807672482
231  0,999896805116154
232  0,999896802559701
233  0,99989680000312
234  0,999896797446412
235  0,999896794889579
236  0,999896792332618
237  0,999896789775531
238  0,999896787218316
239  0,999896784660976
240  0,999896782103508
241  0,999896779545914
242  0,999896776988193
243  0,999896774430346
244  0,999896771872371
245  0,99989676931427
246  0,999896766756042
247  0,999896764197687
248  0,999896761639206
249  0,999896759080597
250  0,999896756521862
251  0,999896753963
252  0,999896751404011
253  0,999896748844896
254  0,999896746285653
255  0,999896743726284
256  0,999896741166788
257  0,999896738607165
258  0,999896736047415
259  0,999896733487538
260  0,999896730927535
261  0,999896728367404
262  0,999896725807147
263  0,999896723246762
264  0,99989672068625
265  0,999896718125612
266  0,999896715564847
267  0,999896713003955
268  0,999896710442935
269  0,999896707881789
270  0,999896705320516
271  0,999896702759116
272  0,999896700197588
273  0,999896697635934
274  0,999896695074153
275  0,999896692512244
276  0,999896689950209
277  0,999896687388046
278  0,999896684825757
279  0,99989668226334
280  0,999896679700796
281  0,999896677138126
282  0,999896674575328
283  0,999896672012402
284  0,999896669449351
285  0,999896666886171
286  0,999896664322865
287  0,999896661759431
288  0,99989665919587
289  0,999896656632182
290  0,999896654068367
291  0,999896651504425
292  0,999896648940355
293  0,999896646376158
294  0,999896643811834
295  0,999896641247383
296  0,999896638682805
297  0,999896636118099
298  0,999896633553266
299  0,999896630988306
300  0,999896628423218
301  0,999896625858003
302  0,999896623292661
303  0,999896620727192
304  0,999896618161595
305  0,999896615595871
306  0,999896613030019
307  0,999896610464041
308  0,999896607897935
309  0,999896605331701
310  0,99989660276534
311  0,999896600198852
312  0,999896597632236
313  0,999896595065493
314  0,999896592498623
315  0,999896589931625
316  0,9998965873645
317  0,999896584797247
318  0,999896582229867
319  0,999896579662359
320  0,999896577094724
321  0,999896574526961
322  0,999896571959071
323  0,999896569391053
324  0,999896566822908
325  0,999896564254636
326  0,999896561686236
327  0,999896559117708
328  0,999896556549053
329  0,99989655398027
330  0,999896551411359
331  0,999896548842322
332  0,999896546273156
333  0,999896543703863
334  0,999896541134442
335  0,999896538564894
336  0,999896535995218
337  0,999896533425414
338  0,999896530855483
339  0,999896528285424
340  0,999896525715238
341  0,999896523144924
342  0,999896520574482
343  0,999896518003912
344  0,999896515433215
345  0,99989651286239
346  0,999896510291437
347  0,999896507720357
348  0,999896505149149
349  0,999896502577813
350  0,999896500006349
351  0,999896497434758
352  0,999896494863039
353  0,999896492291192
354  0,999896489719217
355  0,999896487147114
356  0,999896484574884
357  0,999896482002526
358  0,99989647943004
359  0,999896476857426
360  0,999896474284684
361  0,999896471711814
362  0,999896469138817
363  0,999896466565692
364  0,999896463992439
365  0,999896461419057
366  0,999896458845548
367  0,999896456271911
368  0,999896453698147
369  0,999896451124254
370  0,999896448550233
371  0,999896445976084
372  0,999896443401808
373  0,999896440827403
374  0,99989643825287
375  0,99989643567821
376  0,999896433103421
377  0,999896430528505
378  0,99989642795346
379  0,999896425378287
380  0,999896422802986
381  0,999896420227558
382  0,999896417652001
383  0,999896415076316
384  0,999896412500503
385  0,999896409924562
386  0,999896407348493
387  0,999896404772295
388  0,99989640219597
