0  4,49815231780617
1  4,49815149580526
2  4,49815067307395
3  4,49814984961128
4  4,49814902541625
5  4,49814820048791
6  4,49814737482526
7  4,49814654842733
8  4,49814572129315
9  4,49814489342171
10  4,49814406481205
11  4,49814323546318
12  4,4981424053741
13  4,49814157454383
14  4,49814074297137
15  4,49813991065573
16  4,49813907759592
17  4,49813824379093
18  4,49813740923977
19  4,49813657394144
20  4,49813573789494
21  4,49813490109926
22  4,49813406355339
23  4,49813322525633
24  4,49813238620707
25  4,49813154640459
26  4,49813070584789
27  4,49812986453594
28  4,49812902246773
29  4,49812817964225
30  4,49812733605846
31  4,49812649171535
32  4,4981256466119
33  4,49812480074707
34  4,49812395411985
35  4,49812310672919
36  4,49812225857407
37  4,49812140965346
38  4,49812055996631
39  4,4981197095116
40  4,49811885828828
41  4,49811800629531
42  4,49811715353165
43  4,49811629999625
44  4,49811544568807
45  4,49811459060605
46  4,49811373474916
47  4,49811287811633
48  4,49811202070651
49  4,49811116251865
50  4,49811030355168
51  4,49810944380455
52  4,49810858327619
53  4,49810772196554
54  4,49810685987154
55  4,49810599699312
56  4,4981051333292
57  4,49810426887872
58  4,4981034036406
59  4,49810253761377
60  4,49810167079715
61  4,49810080318966
62  4,49809993479021
63  4,49809906559773
64  4,49809819561114
65  4,49809732482933
66  4,49809645325122
67  4,49809558087573
68  4,49809470770175
69  4,4980938337282
70  4,49809295895397
71  4,49809208337797
72  4,4980912069991
73  4,49809032981624
74  4,4980894518283
75  4,49808857303417
76  4,49808769343274
77  4,4980868130229
78  4,49808593180353
79  4,49808504977352
80  4,49808416693175
81  4,4980832832771
82  4,49808239880846
83  4,49808151352468
84  4,49808062742466
85  4,49807974050726
86  4,49807885277136
87  4,49807796421581
88  4,49807707483949
89  4,49807618464126
90  4,49807529361998
91  4,49807440177451
92  4,49807350910371
93  4,49807261560643
94  4,49807172128153
95  4,49807082612786
96  4,49806993014427
97  4,4980690333296
98  4,49806813568269
99  4,4980672372024
100  4,49806633788756
101  4,49806543773702
102  4,49806453674959
103  4,49806363492413
104  4,49806273225946
105  4,49806182875441
106  4,49806092440781
107  4,49806001921848
108  4,49805911318525
109  4,49805820630694
110  4,49805729858236
111  4,49805639001034
112  4,49805548058969
113  4,49805457031921
114  4,49805365919773
115  4,49805274722404
116  4,49805183439696
117  4,49805092071528
118  4,49805000617781
119  4,49804909078334
120  4,49804817453067
121  4,4980472574186
122  4,49804633944592
123  4,49804542061142
124  4,49804450091388
125  4,4980435803521
126  4,49804265892484
127  4,4980417366309
128  4,49804081346905
129  4,49803988943807
130  4,49803896453673
131  4,49803803876381
132  4,49803711211807
133  4,49803618459827
134  4,49803525620319
135  4,49803432693159
136  4,49803339678222
137  4,49803246575384
138  4,49803153384521
139  4,49803060105509
140  4,49802966738221
141  4,49802873282533
142  4,4980277973832
143  4,49802686105456
144  4,49802592383814
145  4,49802498573269
146  4,49802404673695
147  4,49802310684964
148  4,4980221660695
149  4,49802122439526
150  4,49802028182565
151  4,49801933835938
152  4,49801839399518
153  4,49801744873178
154  4,49801650256788
155  4,4980155555022
156  4,49801460753345
157  4,49801365866034
158  4,49801270888159
159  4,49801175819588
160  4,49801080660194
161  4,49800985409844
162  4,49800890068411
163  4,49800794635761
164  4,49800699111766
165  4,49800603496294
166  4,49800507789213
167  4,49800411990393
168  4,49800316099701
169  4,49800220117005
170  4,49800124042173
171  4,49800027875072
172  4,49799931615571
173  4,49799835263535
174  4,49799738818831
175  4,49799642281325
176  4,49799545650885
177  4,49799448927376
178  4,49799352110663
179  4,49799255200611
180  4,49799158197087
181  4,49799061099955
182  4,4979896390908
183  4,49798866624325
184  4,49798769245556
185  4,49798671772635
186  4,49798574205427
187  4,49798476543794
188  4,497983787876
189  4,49798280936708
190  4,4979818299098
191  4,49798084950279
192  4,49797986814466
193  4,49797888583402
194  4,49797790256951
195  4,49797691834972
196  4,49797593317327
197  4,49797494703876
198  4,4979739599448
199  4,49797297188999
200  4,49797198287292
201  4,4979709928922
202  4,49797000194641
203  4,49796901003414
204  4,49796801715399
205  4,49796702330453
206  4,49796602848435
207  4,49796503269203
208  4,49796403592615
209  4,49796303818527
210  4,49796203946797
211  4,49796103977282
212  4,49796003909838
213  4,49795903744322
214  4,49795803480589
215  4,49795703118494
216  4,49795602657895
217  4,49795502098645
218  4,49795401440599
219  4,49795300683612
220  4,49795199827539
221  4,49795098872232
222  4,49794997817547
223  4,49794896663336
224  4,49794795409452
225  4,49794694055748
226  4,49794592602077
227  4,49794491048291
228  4,49794389394242
229  4,49794287639781
230  4,4979418578476
231  4,49794083829031
232  4,49793981772443
233  4,49793879614847
234  4,49793777356094
235  4,49793674996033
236  4,49793572534514
237  4,49793469971386
238  4,49793367306498
239  4,497932645397
240  4,49793161670838
241  4,49793058699762
242  4,49792955626319
243  4,49792852450357
244  4,49792749171723
245  4,49792645790264
246  4,49792542305826
247  4,49792438718255
248  4,49792335027399
249  4,49792231233101
250  4,49792127335208
251  4,49792023333565
252  4,49791919228017
253  4,49791815018407
254  4,4979171070458
255  4,4979160628638
256  4,49791501763651
257  4,49791397136235
258  4,49791292403975
259  4,49791187566714
260  4,49791082624295
261  4,49790977576558
262  4,49790872423347
263  4,49790767164501
264  4,49790661799863
265  4,49790556329272
266  4,49790450752569
267  4,49790345069594
268  4,49790239280187
269  4,49790133384187
270  4,49790027381433
271  4,49789921271763
272  4,49789815055018
273  4,49789708731033
274  4,49789602299648
275  4,49789495760699
276  4,49789389114024
277  4,49789282359459
278  4,49789175496842
279  4,49789068526007
280  4,4978896144679
281  4,49788854259028
282  4,49788746962555
283  4,49788639557207
284  4,49788532042817
285  4,49788424419219
286  4,49788316686248
287  4,49788208843736
288  4,49788100891518
289  4,49787992829425
290  4,4978788465729
291  4,49787776374945
292  4,49787667982222
293  4,49787559478953
294  4,49787450864968
295  4,49787342140098
296  4,49787233304173
297  4,49787124357024
298  4,4978701529848
299  4,4978690612837
