0  4,48880623583734
1  4,48877683603607
2  4,48874728358632
3  4,48871757730774
4  4,48868771600784
5  4,48865769848189
6  4,48862752351274
7  4,48859718987064
8  4,48856669631311
9  4,48853604158476
10  4,48850522441714
11  4,48847424352854
12  4,48844309762384
13  4,48841178539432
14  4,48838030551752
15  4,488348656657
16  4,4883168374622
17  4,48828484656825
18  4,48825268259577
19  4,48822034415068
20  4,488187829824
21  4,48815513819167
22  4,48812226781433
23  4,48808921723712
24  4,48805598498948
25  4,48802256958494
26  4,48798896952088
27  4,48795518327835
28  4,48792120932182
29  4,48788704609898
30  4,48785269204046
31  4,48781814555968
32  4,48778340505254
33  4,48774846889721
34  4,48771333545389
35  4,48767800306454
36  4,48764247005266
37  4,48760673472302
38  4,48757079536138
39  4,48753465023425
40  4,48749829758862
41  4,48746173565165
42  4,48742496263045
43  4,48738797671176
44  4,48735077606166
45  4,48731335882529
46  4,48727572312655
47  4,48723786706779
48  4,48719978872952
49  4,48716148617007
50  4,4871229574253
51  4,48708420050824
52  4,48704521340881
53  4,48700599409343
54  4,48696654050473
55  4,48692685056117
56  4,48688692215667
57  4,48684675316033
58  4,48680634141596
59  4,48676568474178
60  4,48672478093002
61  4,48668362774654
62  4,48664222293041
63  4,48660056419357
64  4,48655864922035
65  4,48651647566712
66  4,48647404116184
67  4,48643134330361
68  4,48638837966229
69  4,48634514777802
70  4,48630164516075
71  4,48625786928982
72  4,48621381761348
73  4,48616948754839
74  4,48612487647916
75  4,48607998175784
76  4,48603480070343
77  4,48598933060135
78  4,48594356870292
79  4,48589751222484
80  4,48585115834865
81  4,48580450422014
82  4,48575754694884
83  4,4857102836074
84  4,48566271123104
85  4,48561482681693
86  4,48556662732359
87  4,48551810967028
88  4,48546927073636
89  4,48542010736065
90  4,48537061634077
91  4,48532079443251
92  4,48527063834906
93  4,48522014476042
94  4,48516931029263
95  4,48511813152707
96  4,4850666049997
97  4,48501472720036
98  4,48496249457196
99  4,48490990350971
100  4,48485695036035
101  4,48480363142129
102  4,48474994293985
103  4,48469588111234
104  4,48464144208327
105  4,48458662194442
106  4,48453141673398
107  4,4844758224356
108  4,4844198349775
109  4,48436345023148
110  4,48430666401197
111  4,48424947207503
112  4,48419187011734
113  4,48413385377518
114  4,48407541862336
115  4,48401656017413
116  4,48395727387613
117  4,48389755511321
118  4,48383739920335
119  4,48377680139741
120  4,48371575687801
121  4,48365426075827
122  4,48359230808058
123  4,4835298938153
124  4,48346701285952
125  4,48340366003567
126  4,48333983009018
127  4,48327551769213
128  4,48321071743179
129  4,48314542381919
130  4,48307963128265
131  4,48301333416724
132  4,48294652673328
133  4,48287920315473
134  4,48281135751757
135  4,48274298381818
136  4,48267407596163
137  4,48260462775995
138  4,48253463293041
139  4,48246408509364
140  4,48239297777188
141  4,482321304387
142  4,48224905825864
143  4,4821762326022
144  4,48210282052683
145  4,48202881503338
146  4,48195420901225
147  4,48187899524126
148  4,48180316638342
149  4,48172671498467
150  4,48164963347155
151  4,48157191414884
152  4,48149354919714
153  4,48141453067033
154  4,4813348504931
